soc_code,occupation_title,target_domain,description,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,Critical Thinking,Programming,Active Listening,Reading Comprehension,Speaking,Writing,Complex Problem Solving,Decision Making,Deductive Reasoning,Inductive Reasoning,Problem Sensitivity,Oral Comprehension,Mathematical Reasoning,Information Ordering,Visualization,Selective Attention,Computers and Electronics,Mathematics,Engineering and Technology,Business,Psychology,Education and Training,Medicine and Health,Communications
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",4.15,1.81,1.53,3.86,6.22,10.0,6.33,1.0,8.2,6.87,8.23,6.56,1.12,1.34,6.52,6.43,7.46,8.38,5.12,6.55,4.66,5.61,7.75,7.16,6.61,6.21,3.44,7.93,1.95,4.68
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",4.02,1.0,1.0,3.55,6.56,10.0,6.71,1.0,8.43,6.55,7.97,5.85,1.0,1.0,6.51,6.2,7.26,8.23,5.7,6.72,3.91,6.16,8.1,6.96,6.53,5.86,3.63,7.9,1.81,4.26
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",1.73,1.87,1.53,4.56,5.67,10.0,6.47,1.27,8.25,8.27,7.51,7.19,1.3,1.0,6.4,5.91,6.48,7.88,3.72,6.09,4.37,5.41,5.84,3.96,2.38,7.07,3.33,5.04,2.22,4.63
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",2.11,1.85,1.56,4.5,5.12,9.82,6.77,1.0,8.08,7.74,7.92,7.34,1.0,1.19,6.19,5.91,6.63,8.14,4.39,6.19,3.64,4.8,5.91,4.47,2.43,6.74,2.7,5.48,2.51,4.89
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",1.87,1.8,1.13,4.24,6.06,9.72,6.53,1.0,8.0,8.18,7.74,7.08,1.0,1.46,6.38,6.35,6.74,8.02,4.34,6.3,4.45,4.97,5.95,4.41,2.35,7.06,2.79,5.24,1.69,4.0
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",2.13,2.32,1.0,4.24,5.49,10.0,7.08,1.0,7.91,7.88,7.13,7.01,1.0,1.24,6.74,5.9,7.09,8.18,3.96,6.31,4.19,4.98,5.59,4.27,2.65,6.9,2.99,5.11,1.69,4.01
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",2.53,1.99,1.41,4.83,5.61,9.88,6.31,1.0,7.74,7.62,7.62,6.75,1.49,1.14,6.1,6.01,6.6,7.6,3.65,6.72,4.02,5.06,5.91,4.52,2.51,6.7,3.59,4.95,1.67,3.98
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",1.95,2.02,1.0,4.51,5.37,10.0,6.83,1.0,8.12,8.28,7.81,6.86,1.21,1.15,6.88,6.06,6.59,8.21,3.75,6.51,3.81,5.42,5.56,4.54,2.53,6.63,3.2,4.89,2.34,4.82
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",1.82,1.84,1.79,5.0,5.95,9.75,6.36,1.5,8.48,7.64,7.21,6.96,1.31,1.0,6.04,6.32,6.78,7.95,4.27,6.22,3.69,5.5,5.79,4.88,2.67,6.64,3.3,4.93,2.39,4.11
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",2.4,2.01,1.3,4.28,5.38,9.72,6.37,1.0,7.95,7.56,7.5,7.1,1.46,1.0,6.19,5.74,7.23,8.33,4.43,6.23,3.99,5.58,5.7,4.44,2.08,7.07,3.25,5.53,1.89,3.98
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",1.77,2.34,1.4,4.24,5.25,10.0,6.48,1.0,8.27,8.33,7.91,7.24,1.0,1.0,6.87,6.24,6.67,7.59,3.68,6.91,4.13,5.09,5.85,4.18,2.6,6.62,2.7,5.51,1.84,4.32
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,"Compile and keep personnel records. Record data for each employee, such as address, weekly earnings, absences, amount of sales or production, supervisory reports, and date of and reason for termination. May prepare reports for employment records, file employment records, or search employee files and furnish information to authorized persons.",1.78,2.07,1.35,5.1,5.94,9.59,6.36,1.1,8.0,7.77,7.95,7.5,1.48,1.44,6.7,6.15,6.56,8.0,4.18,6.83,3.97,5.09,6.06,3.94,2.64,6.6,3.07,5.17,2.23,4.67
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",2.29,2.29,1.24,5.17,6.37,9.27,5.81,1.37,7.95,6.51,7.37,6.05,1.45,1.38,4.77,5.51,5.92,7.6,4.95,5.38,4.32,6.45,6.87,4.45,2.73,5.12,3.42,4.71,3.57,4.99
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",2.81,2.22,1.38,4.81,6.32,8.61,6.12,1.17,7.17,5.96,8.13,6.28,1.0,1.0,5.62,5.39,5.39,7.48,5.15,5.04,4.51,6.33,6.39,4.25,2.85,5.01,3.93,5.08,3.64,4.87
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",3.16,2.24,1.6,4.71,6.55,9.48,6.65,1.01,7.72,6.54,7.98,6.06,1.49,1.0,5.64,5.43,5.53,7.52,4.59,5.58,4.61,5.62,6.54,4.84,3.16,5.1,3.87,4.51,4.18,5.23
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",2.5,2.84,1.77,5.43,6.45,8.75,6.0,1.18,7.82,6.6,7.38,5.57,1.0,1.19,5.29,5.57,5.39,7.67,4.96,5.16,4.17,5.92,7.14,4.92,2.55,5.36,3.25,4.54,3.95,5.0
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",2.59,2.46,1.12,5.09,5.6,9.08,5.98,1.0,7.35,6.09,8.2,6.3,1.0,1.0,5.01,5.95,5.09,7.61,4.98,5.75,3.75,6.19,7.04,4.58,2.88,5.35,3.76,4.47,3.86,5.47
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",3.03,2.81,1.42,5.15,5.9,8.81,6.32,1.17,7.65,6.12,7.93,6.5,1.0,1.0,5.53,5.29,5.67,7.31,5.18,5.74,4.04,6.25,6.48,5.06,3.37,5.45,3.64,4.68,3.54,4.56
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",3.14,2.38,1.49,5.47,6.31,9.11,6.25,1.07,7.75,6.22,8.07,5.74,1.44,1.39,4.92,5.89,5.88,7.3,5.24,5.16,4.52,5.6,6.56,5.0,2.76,5.28,3.59,4.79,4.11,4.99
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",2.38,2.26,1.22,4.95,5.95,9.21,5.85,1.25,7.23,6.34,7.92,6.08,1.16,1.0,5.05,5.91,5.87,7.35,5.11,5.24,4.59,6.41,6.36,4.55,3.06,5.25,3.25,4.75,4.07,4.59
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",2.87,2.9,1.92,5.42,6.5,9.46,6.02,1.0,7.38,6.31,7.92,5.85,1.0,1.48,4.88,5.21,5.79,8.24,4.29,5.2,4.21,5.91,6.72,4.85,3.13,5.75,3.18,4.91,4.21,5.06
43-4171.00,Receptionists and Information Clerks,Office and Administrative Support,"Answer inquiries and provide information to the general public, customers, visitors, and other interested parties regarding activities conducted at establishment and location of departments, offices, and employees within the organization.",3.16,2.37,1.52,5.51,6.45,8.63,6.45,1.42,7.09,6.24,8.19,5.93,1.0,1.32,5.65,5.08,5.26,8.18,5.08,5.18,4.03,6.27,6.66,4.52,2.86,5.15,3.19,4.7,3.85,5.28
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,"Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information.",3.04,1.1,1.44,6.77,5.34,7.5,7.16,1.0,8.42,6.66,8.43,6.2,1.16,1.09,6.1,5.51,5.81,8.27,5.65,7.31,4.74,6.15,7.15,5.31,3.27,3.82,6.36,5.2,3.09,5.17
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,"Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information.",3.16,1.26,2.03,6.34,6.26,7.51,6.91,1.0,7.56,6.96,8.5,6.26,1.0,1.0,5.8,5.77,6.34,7.92,5.55,7.04,4.65,5.66,7.97,5.28,2.67,4.46,5.74,5.04,2.44,5.55
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,"Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information.",2.71,1.0,1.97,6.69,6.19,7.84,6.61,1.27,8.29,6.62,7.6,6.25,1.28,1.5,5.78,6.03,6.36,7.61,5.74,7.17,4.56,6.29,7.49,5.41,2.62,4.73,5.9,4.93,2.99,5.91
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,"Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information.",2.79,1.49,2.12,6.45,6.21,8.11,6.64,1.0,8.27,6.86,8.01,5.93,1.0,1.0,6.25,5.54,6.71,8.45,4.85,7.51,4.29,5.77,7.18,4.99,2.79,3.93,6.53,4.9,3.0,5.37
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,"Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information.",2.7,1.89,2.04,6.05,5.5,8.09,6.56,1.0,8.24,6.9,8.2,6.25,1.26,1.0,6.06,6.24,6.39,8.29,5.71,7.3,4.28,5.66,7.41,5.82,2.98,4.06,5.74,4.63,2.64,5.74
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,"Make and confirm reservations for transportation or lodging, or sell transportation tickets. May check baggage and direct passengers to designated concourse, pier, or track; deliver tickets and contact individuals and groups to inform them of package tours; or provide tourists with travel or transportation information.",3.41,1.32,2.32,6.69,5.66,8.08,6.47,1.0,7.62,7.02,8.44,6.07,1.0,1.0,6.6,5.95,6.05,8.19,5.57,6.95,4.57,5.74,7.14,5.27,2.76,4.23,6.19,5.06,2.68,5.72
